WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
668,LBR,GGXCNL_NGDP,Liberia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.08,-0.924,-1.548,0.35,-0.546,-0.497,4.162,2.24,-2.658,-1.377,1.144,-4.32,-2.811,-5.96,-3.116,-4.4,-3.74,-5.129,-5.427,-5.999,-6.552,-6.193,-5.673,-5.85,-4.471,2018
672,LBY,GGXCNL_NGDP,Libya,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.463,8.683,0.11,-5.959,-2.753,3.919,11.682,-2.172,-2.438,5.875,14.077,0.069,7.215,6.363,11.675,31.355,31.807,28.581,32.502,-6.534,12.534,-17.237,28.556,-5.108,-73.801,-130.96,-113.325,-42.973,-23.555,-28.947,-32.261,-33.854,-36.285,-32.803,-29.811,2018
946,LTU,GGXCNL_NGDP,Lithuania,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.012,-4.229,-1.705,-5.596,-8.282,-3.98,-3.617,-1.794,-1.265,-1.532,-0.504,-0.447,-0.998,-3.266,-9.329,-6.901,-8.943,-3.147,-2.621,-0.665,-0.207,0.259,0.524,0.663,0.474,0.381,0.224,0.166,0.076,0.088,2018
137,LUX,GGXCNL_NGDP,Luxembourg,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.792,1.69,2.991,3.384,3.659,5.888,5.91,2.44,0.186,-1.283,0.078,1.936,4.151,3.32,-0.674,-0.658,0.513,0.345,0.976,1.316,1.427,1.855,1.433,2.409,0.905,1.053,1.053,1.274,1.261,1.261,2018
546,MAC,GGXCNL_NGDP,Macao SAR,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.286,2.68,4.829,7.84,8.362,9.797,16.466,17.571,13.435,19.487,24.762,24.069,26.978,23.966,13.722,11.351,13.228,15.179,15.539,14.632,14.318,13.917,13.508,13.103,2017
674,MDG,GGXCNL_NGDP,Madagascar,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-14.178,-13.194,-9.453,-8.056,-8.093,-3.178,-2.989,-2.66,-0.746,-4.253,-0.63,-5.347,-6.195,-7.64,-8.558,-6.18,-4.902,-2.401,-6.25,-2.783,-2.809,-4.34,-4.98,-3.867,-4.912,-2.877,-0.458,-2.679,-1.963,-2.543,-0.869,-2.386,-2.612,-3.988,-2.3,-3.326,-1.296,-2.417,-1.522,-2.286,-4.482,-5.088,-5.578,-5.533,-5.416,2018
676,MWI,GGXCNL_NGDP,Malawi,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.732,-3.49,-3.503,-1.898,0.561,-2.841,-3.692,-3.568,1.831,-4.124,-1.768,-6.427,-4.843,-6.335,-7.284,-7.326,-5.506,-4.921,-2.772,-2.425,-2.079,-1.559,-1.593,2018
548,MYS,GGXCNL_NGDP,Malaysia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.149,1.602,1.805,3.44,5.449,3.103,3.27,4.84,-0.627,-3.003,-6.053,-4.361,-3.96,-4.597,-3.353,-2.833,-2.602,-2.571,-3.405,-5.88,-4.319,-3.568,-3.103,-3.478,-2.628,-2.546,-2.603,-2.404,-3.586,-3.004,-2.587,-2.557,-2.606,-2.609,-2.585,2018
556,MDV,GGXCNL_NGDP,Maldives,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.767,-10.22,-12.604,-13.888,-4.816,-5.662,-2.013,-1.461,-2.251,-3.028,-3.893,-3.966,-3.967,-3.445,-2.257,-7.807,-4.524,-3.158,-9.925,-17.886,-13.451,-6.811,-6.549,-4.337,-7.086,-6.789,-8.75,-3.08,-4.553,-5.032,-5.646,-5.285,-5.078,-4.696,-4.381,2018
678,MLI,GGXCNL_NGDP,Mali,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.643,-2.798,-3.094,-1.187,-2.36,-2.764,27.783,-2.784,-1.977,-3.717,-2.568,-3.417,-0.956,-2.372,-2.886,-1.822,-3.947,-2.86,-4.714,-2.993,-3.047,-3,-3,-3,-3,2018
181,MLT,GGXCNL_NGDP,Malta,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.828,-6.526,-5.651,-9.143,-4.42,-2.614,-2.518,-2.147,-4.182,-3.239,-2.393,-2.411,-3.486,-2.426,-1.747,-1.079,0.879,3.426,2.037,0.515,0.837,0.815,0.758,0.762,0.623,2018
867,MHL,GGXCNL_NGDP,Marshall Islands,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.068,13.788,9.351,8.02,8.229,5.343,10.742,-1.6,-21.913,0.23,0.259,3.479,1.477,3.361,2.094,-0.738,-0.224,3.21,2.847,3.954,4.501,2.337,0.423,-0.062,-0.61,-1.014,-1.405,-3.614,2017
682,MRT,GGXCNL_NGDP,Mauritania,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.943,-4.246,2.642,-1.789,-4.289,-4.624,-0.585,0.006,2.298,-0.83,-4.498,-3.418,-0.517,-0.043,3.318,0.001,0.448,0.257,0.299,0.318,0.325,2017
684,MUS,GGXCNL_NGDP,Mauritius,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.249,-5.39,-4.957,-4.616,-4.276,-4.256,-3.916,-2.96,-2.663,-3.36,-2.997,-3.038,-1.754,-3.355,-3.127,-3.577,-3.462,-1.42,-2.228,-2.267,-2.795,-2.674,-2.563,-2.497,-2.696,2018
273,MEX,GGXCNL_NGDP,Mexico,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.295,1.58,2.393,-1.603,-2.365,-2.405,-3.844,-3.636,-4.756,-4.721,-2.815,-2.707,-2.29,-2.355,-1.41,-1.499,-1.282,-1.527,-0.713,-4.125,-3.975,-3.336,-3.726,-3.707,-4.537,-4,-2.767,-1.065,-2.199,-2.8,-2.6,-2.2,-2.3,-2.3,-2.4,2018
868,FSM,GGXCNL_NGDP,Micronesia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.451,2.362,2.628,-3.278,-5.183,-3.479,-5.447,7.135,2.592,-3.711,-5.561,-5.361,-3.497,-1.541,1.859,0.457,-0.576,0.888,2.873,11.174,10.391,7.274,14.602,27.335,18.956,6.652,6.385,5.402,4.443,-4.612,2018
921,MDA,GGXCNL_NGDP,Moldova,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.152,-6.185,-6.225,-1.268,-2.199,-2.955,-0.287,-0.982,0.392,0.494,1.2,-0.349,0.124,-0.725,-5.318,-2.178,-2.05,-1.931,-1.565,-1.585,-1.943,-1.758,-0.807,-1.057,-3,-3.048,-2.89,-2.237,-2.2,-2.069,2018
948,MNG,GGXCNL_NGDP,Mongolia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,-2.645,-2.369,-2.712,-2.969,-3.361,-10.966,-11.704,-12.273,-10.069,-8.014,-5.446,-6.932,-11.414,-8.33,-4.25,-5.889,-6.924,-10.555,-8.477,-4.98,-3.696,-4.048,-2.895,-1.39,2.435,7.585,2.639,-4.521,-5.199,0.425,-4.014,-6.244,-0.927,-3.725,-4.987,-15.288,-3.784,2.616,0.555,-0.855,-2.199,-1.884,-2.06,-2.126,2018
943,MNE,GGXCNL_NGDP,Montenegro,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.439,-4.05,-2.45,-1.414,4.331,8.431,-2.296,-6.712,-4.869,-6.734,-5.843,-4.491,-0.698,-5.997,-6.178,-6.914,-6.301,-3.621,-0.91,0.653,0.363,0.396,0.449,2018
686,MAR,GGXCNL_NGDP,Morocco,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.433,-0.97,-1.996,-2.166,-2.718,-2.748,0.939,1.622,1.591,3.469,-2.136,-4.102,-4.728,-4.053,-3.586,-5.904,-1.948,-0.126,0.677,-1.763,-4.256,-6.575,-7.177,-5.088,-4.848,-4.171,-4.483,-3.493,-3.717,-3.71,-3.277,-3.047,-3.009,-3.037,-3.019,2018
688,MOZ,GGXCNL_NGDP,Mozambique,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-1.242,-6.243,-3.039,-13.283,-11.282,-8.161,-10.194,-6.098,-5.451,-3.565,-3.719,-2.371,-2.216,-2.987,-4.716,-2.925,-2.409,-2.144,-1.267,-0.384,-1.554,-5.485,-4.025,-3.127,-3.726,-2.404,-3.532,-2.529,-2.13,-4.885,-3.825,-4.827,-3.873,-2.743,-10.719,-7.179,-6.006,-3.111,-5.198,-6.507,-4.786,-3.714,-2.611,-1.788,0.059,2018
518,MMR,GGXCNL_NGDP,Myanmar,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.133,-3.846,-4.788,-4.901,-3.389,-3.732,-3.917,-3.011,-3.074,-3.352,-2.633,-3.239,-4.777,-4.43,-2.651,-1.717,-1.315,-2.783,-3.472,-2.612,-2.628,-3.463,-4.003,-4.193,-4.159,-4.001,-3.937,2018
728,NAM,GGXCNL_NGDP,Namibia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.955,-1.545,-2.717,-2.819,-0.603,-1.881,-4.072,-2.65,-3.159,-1.97,-0.77,-1.952,-1.371,-4.355,-2.64,-0.299,3.182,5.806,3.418,-0.395,-4.87,-6.772,-2.99,-4.344,-6.136,-7.868,-8.648,-4.67,-4.921,-5.514,-4.642,-5.181,-5.436,-5.498,-5.547,2019
836,NRU,GGXCNL_NGDP,Nauru,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.369,0.093,2.722,8.411,1.641,27.817,10.456,21.45,21.385,29.589,20.547,7.121,3.756,1.941,5.52,11.245,2017
558,NPL,GGXCNL_NGDP,Nepal,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.689,-2.685,-2.811,-0.386,-0.164,0.279,0.268,-0.766,-0.332,-2.552,-0.766,-0.818,-1.342,1.81,1.531,0.657,1.352,-3.094,-6.651,-4.343,-4.313,-3.824,-3.721,-3.628,-3.538,2018
138,NLD,GGXCNL_NGDP,Netherlands,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-4.198,-5.181,-5.847,-5.623,-6.268,-4.292,-4.243,-5.278,-4.36,-5.096,-4.083,-2.056,-3.127,-3.139,-3.54,-8.732,-1.823,-1.583,-1.354,0.253,1.165,-0.476,-2.129,-3.142,-1.825,-0.396,0.099,-0.092,0.201,-5.086,-5.246,-4.427,-3.918,-2.929,-2.152,-2.025,0.021,1.264,1.491,1.242,0.346,0.307,0.406,0.438,0.489,2018
196,NZL,GGXCNL_NGDP,New Zealand,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,-7.105,-5.469,-3.566,-2.019,-2.302,-2.876,-6.287,-6.411,-1.665,1.857,3.56,2.447,1.11,-0.601,-1.233,0.052,1.168,2.431,3.557,4.369,5.004,4.488,3.47,1.348,-1.935,-5.487,-5.001,-2.295,-1.392,-0.529,0.217,0.888,1.146,0.784,0.114,-0.049,0.482,1.125,1.415,1.415,2018
278,NIC,GGXCNL_NGDP,Nicaragua,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.095,0.285,2.015,1.238,1.664,1.687,1.009,1.304,-0.422,-1.483,-0.129,-0.059,-0.15,-0.711,-1.271,-1.663,-1.718,-1.57,-3.084,-3.102,-3.595,-0.896,-0.876,-1.001,-1.143,2018
